Campaign ID,Response Day,Start Date,Created Date,Language
701610000005n3S,6/15/2016,6/10/2016,6/10/2016,
701610000005n3S,6/15/2016,6/10/2016,6/10/2016,
701610000005n3S,6/15/2016,6/10/2016,6/10/2016,
701610000005n3S,6/15/2016,6/10/2016,6/10/2016,
701610000005n3S,6/15/2016,6/10/2016,6/10/2016,
701610000005n3S,6/15/2016,6/10/2016,6/10/2016,
70161000001b2PJ,1/29/2019,11/19/2018,11/18/2018,Japanese
701610000005n3S,6/15/2016,6/10/2016,6/10/2016,
701610000005n3S,6/15/2016,6/10/2016,6/10/2016,
701610000005n3S,6/15/2016,6/10/2016,6/10/2016,
701610000005n3S,6/15/2016,6/10/2016,6/10/2016,
701b00000009uP4,7/12/2016,5/12/2014,5/12/2014,
701b0000000AZIM,7/12/2016,4/5/2015,4/5/2015,
701610000005n3S,6/15/2016,6/10/2016,6/10/2016,
701610000005n3S,6/15/2016,6/10/2016,6/10/2016,
701610000005n3S,6/15/2016,6/10/2016,6/10/2016,
701610000005n3S,6/15/2016,6/10/2016,6/10/2016,
701610000005n3S,6/15/2016,6/10/2016,6/10/2016,
701610000005n3S,6/15/2016,6/10/2016,6/10/2016,
70161000001JM78,8/2/2018,8/25/2016,8/25/2016,Japanese
701610000005n3S,6/15/2016,6/10/2016,6/10/2016,
701610000005n3S,6/15/2016,6/10/2016,6/10/2016,
701610000005n3S,6/15/2016,6/10/2016,6/10/2016,
701610000005n3S,6/15/2016,6/10/2016,6/10/2016,
701610000005n3S,6/15/2016,6/10/2016,6/10/2016,
701610000005n3S,6/15/2016,6/10/2016,6/10/2016,
701610000005n3S,6/15/2016,6/10/2016,6/10/2016,
701610000005n3S,6/15/2016,6/10/2016,6/10/2016,
701610000005n3S,6/15/2016,6/10/2016,6/10/2016,
701610000005n3S,6/15/2016,6/10/2016,6/10/2016,
701610000005n3S,6/15/2016,6/10/2016,6/10/2016,
701610000005n3S,6/15/2016,6/10/2016,6/10/2016,
701610000005n3S,6/15/2016,6/10/2016,6/10/2016,
701610000005n3S,6/15/2016,6/10/2016,6/10/2016,
701610000005n3S,6/15/2016,6/10/2016,6/10/2016,
70161000000VAIG,8/28/2017,7/11/2017,7/11/2017,English
70161000000VB4F,8/28/2017,7/19/2017,7/19/2017,Japanese
701610000005n3S,6/15/2016,6/10/2016,6/10/2016,
701610000005n3S,6/15/2016,6/10/2016,6/10/2016,
70161000001Hd4X,6/12/2017,5/31/2017,3/26/2017,
701610000005n3S,6/15/2016,6/10/2016,6/10/2016,
701610000005n3S,6/15/2016,6/10/2016,6/10/2016,
701610000005n3S,6/15/2016,6/10/2016,6/10/2016,
70161000001Hd4X,6/12/2017,5/31/2017,3/26/2017,
701610000005n3S,6/15/2016,6/10/2016,6/10/2016,
701610000005n3S,6/15/2016,6/10/2016,6/10/2016,
70161000001Hd4X,6/12/2017,5/31/2017,3/26/2017,
70161000001Hd4X,6/12/2017,5/31/2017,3/26/2017,
701610000005n3S,6/15/2016,6/10/2016,6/10/2016,
701610000005n3S,6/15/2016,6/10/2016,6/10/2016,
701610000005n3S,6/15/2016,6/10/2016,6/10/2016,
701610000005n3S,6/15/2016,6/10/2016,6/10/2016,
701610000005n3S,6/15/2016,6/10/2016,6/10/2016,
701610000005n3S,6/15/2016,6/10/2016,6/10/2016,
701b00000009yD8,9/26/2017,6/19/2014,6/19/2014,
701610000005n3S,6/15/2016,6/10/2016,6/10/2016,
701610000005n3S,6/15/2016,6/10/2016,6/10/2016,
70161000001Hd4X,6/12/2017,5/31/2017,3/26/2017,
701610000005n3S,6/15/2016,6/10/2016,6/10/2016,
701610000005n3S,6/15/2016,6/10/2016,6/10/2016,
701610000005n3S,6/15/2016,6/10/2016,6/10/2016,
701610000005n3S,6/15/2016,6/10/2016,6/10/2016,
701610000005n3S,6/15/2016,6/10/2016,6/10/2016,
701610000005pWw,8/7/2016,9/6/2016,7/10/2016,Japanese
70161000001JM78,3/8/2019,8/25/2016,8/25/2016,Japanese
701b0000000Z2cg,11/6/2017,12/16/2015,1/25/2016,Japanese
701610000005lJV,12/3/2017,5/23/2016,5/23/2016,
7016100000082fy,12/1/2017,12/4/2017,10/4/2017,Japanese
70161000001JM78,12/20/2016,8/25/2016,8/25/2016,Japanese
701b0000000Yq43,11/7/2016,10/27/2015,10/27/2015,
70161000001HIua,2/12/2019,10/25/2016,10/25/2016,English
70161000001JM78,2/12/2019,8/25/2016,8/25/2016,Japanese
701610000005lJV,10/1/2018,5/23/2016,5/23/2016,
70161000001JM78,11/9/2017,8/25/2016,8/25/2016,Japanese
70161000000V1r7,9/18/2018,5/26/2017,5/26/2017,Japanese
70161000001HHgW,10/25/2016,11/10/2016,10/13/2016,Japanese
70161000001HJY4,11/1/2016,11/11/2016,10/31/2016,Japanese
70161000001JM78,10/3/2016,8/25/2016,8/25/2016,Japanese
70161000001HJY4,1/13/2017,11/11/2016,10/31/2016,Japanese
701610000005lJV,11/6/2017,5/23/2016,5/23/2016,
701b00000009yD8,12/23/2016,6/19/2014,6/19/2014,
70161000001HIua,12/21/2016,10/25/2016,10/25/2016,English
70161000001HIuk,12/21/2016,10/25/2016,10/25/2016,English
70161000001HIuf,12/21/2016,10/25/2016,10/25/2016,English
701b0000000Yq43,3/15/2018,10/27/2015,10/27/2015,
70161000001JM78,11/18/2016,8/25/2016,8/25/2016,Japanese
70161000001a35A,10/14/2018,10/30/2018,9/27/2018,Japanese
70161000001HIua,5/30/2019,10/25/2016,10/25/2016,English
701b00000009yD8,10/31/2016,6/19/2014,6/19/2014,
70161000001HIua,11/2/2016,10/25/2016,10/25/2016,English
70161000001HIua,12/21/2016,10/25/2016,10/25/2016,English
7014M000001WqNk,4/23/2019,4/25/2019,4/3/2019,English
701b00000009uP4,9/24/2016,5/12/2014,5/12/2014,
701610000005lJV,11/30/2017,5/23/2016,5/23/2016,
701b0000000p0dV,8/3/2017,3/16/2016,3/3/2016,English
701610000006xUT,12/25/2016,7/28/2015,7/22/2016,English
70161000001HNP3,12/21/2016,11/29/2016,12/2/2016,English
70161000001HNP3,12/24/2016,11/29/2016,12/2/2016,English
701610000005nIm,12/25/2016,6/29/2016,6/14/2016,English
701610000005pWv,9/13/2016,12/15/2016,7/10/2016,Japanese
70161000001HHV4,10/20/2016,10/26/2016,10/11/2016,Japanese
701b0000000ATBJ,9/3/2016,2/26/2015,2/17/2015,English
70161000001JM78,9/2/2016,8/25/2016,8/25/2016,Japanese
70161000001JM78,11/20/2018,8/25/2016,8/25/2016,Japanese
70161000001JM78,10/4/2017,8/25/2016,8/25/2016,Japanese
70161000000V1r7,8/3/2017,5/26/2017,5/26/2017,Japanese
70161000001HJY4,1/22/2017,11/11/2016,10/31/2016,Japanese
70161000001JM78,11/19/2016,8/25/2016,8/25/2016,Japanese
70161000000A8dd,9/2/2016,9/30/2016,8/2/2016,Japanese
70161000000CVAJ,9/30/2018,4/2/2018,4/2/2018,
701b0000000Z2cg,12/5/2016,12/16/2015,1/25/2016,Japanese
70161000001WZNJ,12/23/2018,8/31/2018,8/5/2018,Japanese
70161000001JM78,11/3/2018,8/25/2016,8/25/2016,Japanese
70161000001JM78,10/3/2016,8/25/2016,8/25/2016,Japanese
70161000001JM78,12/31/2017,8/25/2016,8/25/2016,Japanese
70161000001JM78,10/20/2016,8/25/2016,8/25/2016,Japanese
701b0000000Yq43,10/18/2017,10/27/2015,10/27/2015,
70161000001JM78,1/31/2018,8/25/2016,8/25/2016,Japanese
70161000001JM78,12/23/2016,8/25/2016,8/25/2016,Japanese
70161000001JM78,1/30/2017,8/25/2016,8/25/2016,Japanese
701b0000000oy7q,1/8/2017,2/26/2016,2/26/2016,English
70161000001HYFC,3/7/2017,3/7/2017,2/28/2017,English
701b0000000oumk,12/25/2016,2/19/2016,2/19/2016,English
701b0000000ATBJ,7/5/2016,2/26/2015,2/17/2015,English
70161000001HIua,3/23/2018,10/25/2016,10/25/2016,English
701610000005pWv,11/13/2016,12/15/2016,7/10/2016,Japanese
70161000001JM78,6/8/2018,8/25/2016,8/25/2016,Japanese
701b0000000YpOl,10/21/2016,10/28/2015,10/20/2015,English
70161000001HJ7e,1/25/2019,8/25/2016,10/26/2016,Japanese
70161000001HHY3,10/20/2016,10/20/2016,10/12/2016,English
701b00000009uP4,12/23/2016,5/12/2014,5/12/2014,
70161000001HIua,1/22/2017,10/25/2016,10/25/2016,English
701b0000000Aj3b,8/16/2016,6/24/2015,6/6/2015,English
70161000001HOYp,1/10/2017,2/9/2017,12/9/2016,Japanese
70161000001HUGw,2/13/2017,2/17/2017,1/27/2017,Japanese
70161000001JM78,1/31/2017,8/25/2016,8/25/2016,Japanese
7016100000088gI,5/28/2018,1/19/2018,1/18/2018,Japanese
701b00000009uP4,7/11/2016,5/12/2014,5/12/2014,
701b0000000p2rb,7/11/2016,3/11/2016,3/11/2016,
70161000001HbZC,4/2/2017,4/21/2017,3/17/2017,Japanese
701b0000000Yq43,3/6/2019,10/27/2015,10/27/2015,
70161000000V8zJ,1/5/2018,7/3/2017,7/3/2017,
70161000001JM78,11/15/2017,8/25/2016,8/25/2016,Japanese
701b0000000p8Fp,7/11/2016,3/22/2016,3/22/2016,
701b00000009uP4,7/11/2016,5/12/2014,5/12/2014,
701610000005lJV,8/5/2016,5/23/2016,5/23/2016,
70161000001HJY4,11/1/2016,11/11/2016,10/31/2016,Japanese
70161000001HJbw,11/1/2016,1/27/2017,10/31/2016,Japanese
701b0000000Yq43,9/29/2016,10/27/2015,10/27/2015,
70161000001HIua,5/23/2018,10/25/2016,10/25/2016,English
701b0000000Ae2P,2/1/2017,5/28/2015,5/4/2015,English
701b00000009yD8,7/25/2016,6/19/2014,6/19/2014,
70161000001HIua,1/31/2017,10/25/2016,10/25/2016,English
701b0000000AZIM,10/21/2016,4/5/2015,4/5/2015,
701b00000009uP4,10/21/2016,5/12/2014,5/12/2014,
701b0000000YuNm,7/25/2016,12/8/2015,11/19/2015,English
701b0000000oz2T,7/26/2016,2/26/2016,3/1/2016,English
70161000001JM78,1/31/2017,8/25/2016,8/25/2016,Japanese
7016100000088gI,3/10/2018,1/19/2018,1/18/2018,Japanese
70161000001HYLj,3/5/2017,3/7/2017,3/1/2017,Japanese
701b0000000ATBJ,7/26/2016,2/26/2015,2/17/2015,English
70161000001HIuf,2/26/2017,10/25/2016,10/25/2016,English
701610000006xpy,7/26/2016,7/20/2016,7/26/2016,
701610000006xpy,7/26/2016,7/20/2016,7/26/2016,
70161000001HIuf,2/15/2017,10/25/2016,10/25/2016,English
70161000001HIuk,1/31/2017,10/25/2016,10/25/2016,English
701b00000009uP4,7/25/2016,5/12/2014,5/12/2014,
70161000001Hi0B,4/21/2017,5/19/2017,4/14/2017,Japanese
70161000001Hi0B,4/21/2017,5/19/2017,4/14/2017,Japanese
70161000001Hi0B,4/21/2017,5/19/2017,4/14/2017,Japanese
70161000001Hi0B,4/21/2017,5/19/2017,4/14/2017,Japanese
70161000001Hi0B,4/21/2017,5/19/2017,4/14/2017,Japanese
70161000001Hi0B,4/21/2017,5/19/2017,4/14/2017,Japanese
70161000001Hi0B,4/21/2017,5/19/2017,4/14/2017,Japanese
701610000005lkT,7/26/2016,8/19/2016,5/31/2016,
701610000002vuv,2/14/2017,4/26/2016,4/20/2016,English
70161000001HIua,1/31/2017,10/25/2016,10/25/2016,English
70161000001HIuf,2/6/2017,10/25/2016,10/25/2016,English
701b0000000ATBJ,7/25/2016,2/26/2015,2/17/2015,English
701610000006xpy,7/26/2016,7/20/2016,7/26/2016,
701610000006xpy,7/26/2016,7/20/2016,7/26/2016,
701610000006xpy,7/26/2016,7/20/2016,7/26/2016,
70161000001JM78,5/23/2018,8/25/2016,8/25/2016,Japanese
701610000006xpy,7/26/2016,7/20/2016,7/26/2016,
701b00000009yD8,1/30/2017,6/19/2014,6/19/2014,
701610000006xpy,7/26/2016,7/20/2016,7/26/2016,
70161000001HIuf,2/3/2017,10/25/2016,10/25/2016,English
701b0000000Yq43,7/26/2016,10/27/2015,10/27/2015,
701b00000009uP4,8/2/2016,5/12/2014,5/12/2014,
701b0000000AZIM,8/2/2016,4/5/2015,4/5/2015,
701b0000000AI82,7/27/2016,12/10/2014,11/24/2014,English
70161000001HIua,2/2/2017,10/25/2016,10/25/2016,English
701b00000009yD8,2/3/2017,6/19/2014,6/19/2014,
70161000001JMrS,2/8/2017,3/7/2017,8/30/2016,
7016100000081Rb,12/5/2017,12/14/2017,9/13/2017,Japanese
701610000005lJV,5/22/2018,5/23/2016,5/23/2016,
701b0000000AMpw,7/26/2016,1/15/2015,1/6/2015,English
701b0000000ATBJ,7/26/2016,2/26/2015,2/17/2015,English
70161000001JMMj,8/31/2016,9/13/2016,8/26/2016,English
7016100000085nW,1/12/2018,1/26/2018,11/26/2017,Japanese
7016100000082fy,11/23/2017,12/4/2017,10/4/2017,Japanese
701b00000009tnf,11/22/2017,5/9/2014,5/9/2014,
701b0000000AZIM,7/27/2016,4/5/2015,4/5/2015,
701b0000000AfzN,7/27/2016,5/15/2015,5/15/2015,Japanese
701b00000009uP4,7/27/2016,5/12/2014,5/12/2014,
701610000005pWv,12/7/2016,12/15/2016,7/10/2016,Japanese
701610000005lkO,7/25/2016,8/5/2016,5/31/2016,
701b0000000Aj3b,10/21/2016,6/24/2015,6/6/2015,English
70161000001HIuk,2/3/2017,10/25/2016,10/25/2016,English
7016100000089LG,2/7/2018,2/15/2018,1/25/2018,English
701b00000009yD8,7/27/2017,6/19/2014,6/19/2014,
701b00000009uP4,2/1/2017,5/12/2014,5/12/2014,
7016100000089LG,2/7/2018,2/15/2018,1/25/2018,English
701b0000000AZIH,7/27/2016,4/5/2015,4/5/2015,
701b00000009uP4,7/27/2016,5/12/2014,5/12/2014,
701b00000009yD8,1/31/2017,6/19/2014,6/19/2014,
70161000001JM78,7/30/2017,8/25/2016,8/25/2016,Japanese
701b00000009yD8,1/31/2017,6/19/2014,6/19/2014,
70161000001JM78,2/15/2018,8/25/2016,8/25/2016,Japanese
701610000006xUT,4/23/2017,7/28/2015,7/22/2016,English
701b0000000Aj3b,8/11/2016,6/24/2015,6/6/2015,English
70161000001VmPm,8/25/2018,6/8/2018,6/7/2018,Japanese
70161000001HIuk,8/29/2017,10/25/2016,10/25/2016,English
701610000005lJV,8/29/2017,5/23/2016,5/23/2016,
701b00000009tnf,8/9/2016,5/9/2014,5/9/2014,
701b0000000Yq43,8/29/2017,10/27/2015,10/27/2015,
70161000000C9zr,8/29/2017,8/25/2017,8/8/2017,Japanese
701b0000000Yq43,8/28/2017,10/27/2015,10/27/2015,
701b0000000Yq43,6/19/2017,10/27/2015,10/27/2015,
701b0000000AZLu,8/16/2016,4/16/2015,4/6/2015,English
701b0000000Yq43,8/28/2017,10/27/2015,10/27/2015,
701610000005lJV,8/28/2017,5/23/2016,5/23/2016,
70161000001HIua,8/28/2017,10/25/2016,10/25/2016,English
70161000001JM78,2/1/2017,8/25/2016,8/25/2016,Japanese
701b00000009yD8,8/11/2016,6/19/2014,6/19/2014,
701b0000000p8Fp,9/14/2016,3/22/2016,3/22/2016,
701b00000009uP4,9/14/2016,5/12/2014,5/12/2014,
70161000001JM78,12/3/2016,8/25/2016,8/25/2016,Japanese
70161000001WNKW,12/12/2018,8/3/2018,7/18/2018,Japanese
70161000001JM78,10/15/2018,8/25/2016,8/25/2016,Japanese
70161000000V1r7,11/28/2018,5/26/2017,5/26/2017,Japanese
70161000001JM78,4/2/2017,8/25/2016,8/25/2016,Japanese
70161000000A8dd,8/14/2016,9/30/2016,8/2/2016,Japanese
701b0000000Yq43,2/1/2017,10/27/2015,10/27/2015,
701b0000000AZLu,8/15/2016,4/16/2015,4/6/2015,English
701b0000000Yq43,8/16/2016,10/27/2015,10/27/2015,
701b0000000AfzN,8/16/2016,5/15/2015,5/15/2015,Japanese
70161000001HGGY,10/30/2016,11/3/2016,9/29/2016,English
701b0000000AfzN,8/11/2016,5/15/2015,5/15/2015,Japanese
70161000001JM78,12/7/2018,8/25/2016,8/25/2016,Japanese
701610000008AGD,11/30/2018,2/23/2018,2/12/2018,Japanese
701b0000000AQc7,1/31/2017,1/30/2015,1/30/2015,
701b00000009tnf,1/31/2017,5/9/2014,5/9/2014,
701610000005pWv,9/13/2016,12/15/2016,7/10/2016,Japanese
701610000005pWw,8/15/2016,9/6/2016,7/10/2016,Japanese
70161000000A8dd,9/7/2016,9/30/2016,8/2/2016,Japanese
701b0000000oun4,8/15/2016,2/19/2016,2/19/2016,English
70161000001Wbe2,10/4/2018,11/21/2018,8/8/2018,Japanese
70161000001HIua,8/29/2017,10/25/2016,10/25/2016,English
70161000001JM78,2/1/2017,8/25/2016,8/25/2016,Japanese
70161000001WZNJ,3/29/2019,8/31/2018,8/5/2018,Japanese
70161000001WRPs,8/29/2018,7/24/2018,7/23/2018,Japanese
70161000000A8dd,8/17/2016,9/30/2016,8/2/2016,Japanese
70161000000VB4F,3/30/2018,7/19/2017,7/19/2017,Japanese
70161000001HIuk,8/29/2017,10/25/2016,10/25/2016,English
701610000005jHT,8/17/2016,5/25/2016,5/12/2016,English
701b0000000Aj3b,8/17/2016,6/24/2015,6/6/2015,English
701610000005pWv,9/13/2016,12/15/2016,7/10/2016,Japanese
701b0000000Yq43,8/17/2016,10/27/2015,10/27/2015,
701b0000000AZIC,8/18/2016,4/5/2015,4/5/2015,
701b00000009uP4,8/18/2016,5/12/2014,5/12/2014,
70161000001HIuf,2/1/2017,10/25/2016,10/25/2016,English
701b0000000Aj3b,8/14/2016,6/24/2015,6/6/2015,English
701b0000000AZLu,8/16/2016,4/16/2015,4/6/2015,English
701610000005pWw,8/18/2016,9/6/2016,7/10/2016,Japanese
70161000001aMDx,11/25/2018,10/19/2018,10/18/2018,Japanese
70161000001JM78,10/28/2017,8/25/2016,8/25/2016,Japanese
701610000005pWw,8/17/2016,9/6/2016,7/10/2016,Japanese
701b0000000Yq43,2/26/2018,10/27/2015,10/27/2015,
701610000005pWw,8/17/2016,9/6/2016,7/10/2016,Japanese
701610000005pWw,8/17/2016,9/6/2016,7/10/2016,Japanese
701b0000000AMpw,8/17/2016,1/15/2015,1/6/2015,English
701b0000000AfzN,8/17/2016,5/15/2015,5/15/2015,Japanese
70161000001JM78,8/29/2017,8/25/2016,8/25/2016,Japanese
701b00000009yD8,8/17/2016,6/19/2014,6/19/2014,
701b0000000Aj3b,8/18/2016,6/24/2015,6/6/2015,English
70161000000VAIG,8/4/2017,7/11/2017,7/11/2017,English
70161000000VB4F,8/4/2017,7/19/2017,7/19/2017,Japanese
701b0000000Yq43,8/13/2016,10/27/2015,10/27/2015,
70161000001JMMj,5/23/2018,9/13/2016,8/26/2016,English
70161000001HIuf,12/25/2017,10/25/2016,10/25/2016,English
70161000001VmPm,11/24/2018,6/8/2018,6/7/2018,Japanese
701b0000000Yq43,3/4/2018,10/27/2015,10/27/2015,
701610000005lJV,11/20/2018,5/23/2016,5/23/2016,
701b0000000Yq43,2/11/2018,10/27/2015,10/27/2015,
701b0000000oy8Z,2/19/2018,2/26/2016,2/26/2016,English
701b0000000Yq43,4/24/2017,10/27/2015,10/27/2015,
70161000001HIuf,4/24/2017,10/25/2016,10/25/2016,English
70161000001JM78,2/2/2017,8/25/2016,8/25/2016,Japanese
701b0000000Yq43,10/18/2017,10/27/2015,10/27/2015,
701b0000000Yq43,11/1/2016,10/27/2015,10/27/2015,
70161000001HWMF,2/16/2017,2/21/2017,2/14/2017,English
70161000001HIuf,12/25/2016,10/25/2016,10/25/2016,English
7016100000085PU,11/20/2017,12/1/2016,11/14/2017,Japanese
70161000001JM78,2/2/2017,8/25/2016,8/25/2016,Japanese
70161000001HIuf,11/18/2016,10/25/2016,10/25/2016,English
70161000001JM78,4/24/2017,8/25/2016,8/25/2016,Japanese
701b00000009uP4,2/12/2017,5/12/2014,5/12/2014,
701610000005lJV,5/24/2017,5/23/2016,5/23/2016,
70161000001HbZH,4/10/2017,5/26/2017,3/17/2017,Japanese
70161000001HOYp,2/2/2017,2/9/2017,12/9/2016,Japanese
70161000001HQ14,4/10/2017,12/28/2016,12/28/2016,English
701b0000000Yq43,10/18/2016,10/27/2015,10/27/2015,
70161000001HOYp,2/2/2017,2/9/2017,12/9/2016,Japanese
701b0000000Aj3b,10/22/2016,6/24/2015,6/6/2015,English
70161000001HIuf,11/8/2016,10/25/2016,10/25/2016,English
701b0000000p8RH,10/23/2016,3/31/2016,3/22/2016,English
70161000000VB4F,5/24/2018,7/19/2017,7/19/2017,Japanese
70161000001HJY4,7/1/2017,11/11/2016,10/31/2016,Japanese
70161000001JM78,1/30/2017,8/25/2016,8/25/2016,Japanese
701b0000000Ae2P,12/27/2016,5/28/2015,5/4/2015,English
701b0000000ATBJ,7/2/2017,2/26/2015,2/17/2015,English
70161000001HIuk,4/24/2017,10/25/2016,10/25/2016,English
70161000001HIuf,9/13/2017,10/25/2016,10/25/2016,English
70161000001JM78,10/22/2016,8/25/2016,8/25/2016,Japanese
70161000001HIua,4/4/2018,10/25/2016,10/25/2016,English
70161000001JM78,4/4/2018,8/25/2016,8/25/2016,Japanese
70161000001Vilz,6/28/2018,6/29/2018,6/6/2018,Japanese
701610000008AGD,4/11/2018,2/23/2018,2/12/2018,Japanese
70161000001HIuf,2/2/2017,10/25/2016,10/25/2016,English
701610000005pWv,11/20/2016,12/15/2016,7/10/2016,Japanese
701610000005pWv,11/20/2016,12/15/2016,7/10/2016,Japanese
701610000005pWv,11/20/2016,12/15/2016,7/10/2016,Japanese
70161000001HIua,11/20/2016,10/25/2016,10/25/2016,English
70161000001JM78,7/13/2017,8/25/2016,8/25/2016,Japanese
70161000001HJip,11/27/2016,,11/2/2016,Japanese
701610000005pWv,11/20/2016,12/15/2016,7/10/2016,Japanese
70161000001auLy,11/30/2018,11/30/2018,11/12/2018,Japanese
70161000001JM78,11/21/2016,8/25/2016,8/25/2016,Japanese
701b00000009tnf,11/10/2016,5/9/2014,5/9/2014,
70161000001HJY4,11/10/2016,11/11/2016,10/31/2016,Japanese
70161000001HUGw,2/2/2017,2/17/2017,1/27/2017,Japanese
701b00000009tnf,3/28/2018,5/9/2014,5/9/2014,
70161000001HIua,12/27/2016,10/25/2016,10/25/2016,English
70161000001JM78,2/7/2017,8/25/2016,8/25/2016,Japanese
701b00000009tnf,11/21/2016,5/9/2014,5/9/2014,
701b00000009xo7,12/27/2016,6/13/2014,6/13/2014,English
70161000001JM78,8/30/2017,8/25/2016,8/25/2016,Japanese
701610000008Abf,2/27/2018,3/1/2018,2/18/2018,Japanese
701b0000000Yq43,8/30/2017,10/27/2015,10/27/2015,
70161000001JM78,11/20/2016,8/25/2016,8/25/2016,Japanese
70161000001HIuk,11/21/2016,10/25/2016,10/25/2016,English
701b00000009uP4,9/1/2018,5/12/2014,5/12/2014,
70161000001Wbe2,9/1/2018,11/21/2018,8/8/2018,Japanese
701b0000000AfzN,9/1/2018,5/15/2015,5/15/2015,Japanese
70161000001Vilz,6/10/2018,6/29/2018,6/6/2018,Japanese
70161000001q8tT,2/24/2019,2/7/2019,2/6/2019,Japanese
70161000001pu3J,2/11/2019,1/29/2019,1/28/2019,Japanese
70161000001JM78,12/29/2017,8/25/2016,8/25/2016,Japanese
7016100000085nW,12/29/2017,1/26/2018,11/26/2017,Japanese
70161000001a35A,10/21/2018,10/30/2018,9/27/2018,Japanese
70161000000C9zr,8/30/2017,8/25/2017,8/8/2017,Japanese
70161000001JM78,8/30/2017,8/25/2016,8/25/2016,Japanese
701610000005lJV,10/30/2016,5/23/2016,5/23/2016,
701b00000009xo7,1/9/2017,6/13/2014,6/13/2014,English
701610000006xUT,11/24/2016,7/28/2015,7/22/2016,English
70161000001HZF3,3/5/2018,3/10/2017,3/10/2017,English
70161000000V1r7,3/5/2018,5/26/2017,5/26/2017,Japanese
701b0000000Al45,4/7/2017,8/5/2015,6/23/2015,English
70161000001JM78,11/25/2016,8/25/2016,8/25/2016,Japanese
70161000001HIuf,1/31/2017,10/25/2016,10/25/2016,English
70161000001HIuf,1/9/2017,10/25/2016,10/25/2016,English
701b00000009wax,11/22/2016,5/30/2014,5/30/2014,English
70161000001HHgW,10/24/2016,11/10/2016,10/13/2016,Japanese
70161000001JM78,12/17/2017,8/25/2016,8/25/2016,Japanese
70161000001HIua,1/3/2017,10/25/2016,10/25/2016,English
701b00000009xo7,10/23/2016,6/13/2014,6/13/2014,English
70161000001JM78,1/8/2017,8/25/2016,8/25/2016,Japanese
70161000001JM78,11/25/2016,8/25/2016,8/25/2016,Japanese
701b0000000Yq43,11/29/2016,10/27/2015,10/27/2015,
70161000001HGGY,10/27/2016,11/3/2016,9/29/2016,English
701b0000000AZL1,10/26/2016,3/16/2015,4/6/2015,English
701b0000000oz58,10/23/2016,2/26/2016,3/1/2016,English
70161000001JM78,1/12/2017,8/25/2016,8/25/2016,Japanese
701b0000000Al45,1/11/2017,8/5/2015,6/23/2015,English
701610000005pWv,10/3/2016,12/15/2016,7/10/2016,Japanese
70161000001HIuf,2/5/2017,10/25/2016,10/25/2016,English
70161000001JM78,1/7/2017,8/25/2016,8/25/2016,Japanese
701610000006xUT,1/8/2017,7/28/2015,7/22/2016,English
70161000001HIua,1/11/2017,10/25/2016,10/25/2016,English
70161000001JM78,10/25/2016,8/25/2016,8/25/2016,Japanese
70161000001HHgW,10/26/2016,11/10/2016,10/13/2016,Japanese
70161000001HIua,1/9/2017,10/25/2016,10/25/2016,English
70161000001HIuf,11/25/2016,10/25/2016,10/25/2016,English
70161000001HIua,11/22/2016,10/25/2016,10/25/2016,English
70161000000881w,1/31/2018,3/23/2018,1/9/2018,Japanese
70161000001JMMj,10/25/2016,9/13/2016,8/26/2016,English
70161000001JM78,1/5/2017,8/25/2016,8/25/2016,Japanese
70161000001HIuf,1/10/2017,10/25/2016,10/25/2016,English
7016100000085PU,11/30/2017,12/1/2016,11/14/2017,Japanese
701610000008AGD,2/21/2018,2/23/2018,2/12/2018,Japanese
7014M000001WqSV,4/14/2019,4/8/2019,4/7/2019,Japanese
7014M000001cCky,5/9/2019,6/17/2019,4/24/2019,Japanese
70161000001HMMN,12/1/2016,12/7/2016,11/23/2016,English
70161000000V1ku,6/14/2017,6/14/2017,5/26/2017,English
70161000000V2X8,6/14/2017,6/15/2017,6/1/2017,English
70161000001HYLj,3/5/2017,3/7/2017,3/1/2017,Japanese
701b0000000AnSJ,10/23/2016,7/29/2015,7/9/2015,English
701b0000000p8Fp,12/18/2018,3/22/2016,3/22/2016,
701b0000000Yq43,2/12/2018,10/27/2015,10/27/2015,
7016100000089gy,2/12/2018,2/15/2018,2/1/2018,English
70161000001VFdi,5/21/2018,5/31/2018,5/17/2018,English
70161000001auLy,11/30/2018,11/30/2018,11/12/2018,Japanese
70161000001aCXF,10/24/2018,10/16/2018,10/9/2018,English
701610000002vuv,2/15/2018,4/26/2016,4/20/2016,English
701610000008C51,12/17/2018,2/23/2018,3/6/2018,Japanese
701610000008A0P,4/8/2018,2/7/2018,2/7/2018,
701610000008A7B,4/8/2018,3/13/2018,2/9/2018,English
701b00000009yD8,11/30/2017,6/19/2014,6/19/2014,
70161000001JM78,1/5/2017,8/25/2016,8/25/2016,Japanese
701b0000000Yq43,1/6/2017,10/27/2015,10/27/2015,
70161000001JM78,2/6/2017,8/25/2016,8/25/2016,Japanese
7016100000082z0,10/26/2017,11/1/2017,10/10/2017,English
701b0000000oz5h,10/19/2017,2/26/2016,3/1/2016,English
701b0000000Yq43,10/11/2017,10/27/2015,10/27/2015,
70161000001JM78,2/6/2017,8/25/2016,8/25/2016,Japanese
70161000001JMMj,1/12/2017,9/13/2016,8/26/2016,English
701b00000009tnf,1/11/2017,5/9/2014,5/9/2014,
70161000001JM78,3/29/2017,8/25/2016,8/25/2016,Japanese
